textid,sentenceID,activityID,activity,verb,object,IT system,process volume,repetitve,human intervention,GS
p69,11,13,display the list,display,list,0,low,0,1,0
p39,7,9,verify the payment,verify,payment,0,low,0,1,0
p99,8,8,verify the payments,verify,payments,0,low,0,1,0
p46,1,2,open the ticket,open,ticket,0,low,1,1,0
p46,10,12,close the ticket,close,ticket,0,low,0,1,0
p74,2,3,assign the ticket,assign,ticket,0,low,0,1,0
p116,2,3,open the ticket,open,ticket,0,low,1,1,0
p59,0,1,open a project workspace,open,workspace,0,low,0,1,0
p150,6,7,fill the application form,fill,form,0,low,0,1,0
p89,10,10,fulfill the order,fulfill,order,0,low,1,1,0
p87,6,6,accept the request,accept,request,0,low,0,1,0
p1,7,10,check the ticket,check,ticket,0,low,0,1,0
p86,15,15,check the customer credit,check,credit,0,low,0,1,0
p94,0,1,visit a website,visit,website,0,low,0,1,0
p96,8,9,check the availability,check,availability,0,medium,1,1,0
p97,4,5,check the assessment detail,check,detail,0,low,0,1,0
p98,1,2,check the legal grounds,check,grounds,0,low,0,1,0
p98,14,13,check the completeness,check,completeness,0,low,1,1,0
p98,10,11,identify the application legislation,identify,legislation,0,low,0,1,0
p145,8,6,complete the application,complete,application,0,low,1,1,0
p22,0,1,generate an order,generate,order,0,low,0,1,0
p22,1,2,complete the order,complete,order,0,low,1,1,0
p62,7,8,accomplish the support,accomplish,support,0,low,0,1,0
p74,6,8,complete the ticket,complete,ticket,0,low,0,1,0
p79,8,9,accomplish the order,accomplish,order,0,low,0,1,0
p83,17,18,complete the billing,complete,billing,0,low,0,1,0
p130,1,3,prepare the developmental needs,prepare,needs,0,low,0,1,0
p100,3,3,find the qualiy ok,find,qualiy,0,low,0,1,0
p103,9,8,find the order cannot be fulfilled,find,order,0,low,0,1,0
p143,7,11,examine board,examine,board,0,low,1,1,0
p124,2,3,check the available or not funds,check,funds,0,low,1,1,0
p86,16,16,perform the pre-order validation results,perform,results,0,low,1,1,0
p101,13,14,take the extra insurance,take,insurance,0,low,1,1,0
p109,10,10,assign the emergency contact to the duty officer\/contractor \/,assign,contact,0,low,0,1,0
p138,6,7,take the decision,take,decision,0,low,0,1,0
p37,0,1,arrive at the clinic,arrive,clinic,0,low,0,1,0
p68,0,1,arrive a hospital,arrive,hospital,0,low,0,1,0
p78,13,20,write the acceptance letter,write,letter,0,low,0,1,0
p83,18,21,ship the warehouse ships,ship,ships,0,low,0,1,0
p85,6,6,wait for to unload item,wait,item,0,low,0,1,0
p94,1,2,show the login page to the user,show,page,0,low,0,1,0
p95,1,2,arrive at the inquiry desk,arrive,desk,0,low,0,1,0
p95,15,17,serve as the meal,serve,meal,0,low,0,1,0
p97,2,3,complete the detailed assessment,complete,assessment,0,low,0,1,0
p98,19,17,take the further decision,take,decision,0,low,0,1,0
p118,10,11,send the invoice,send,invoice,1,medium,1,1,2
p118,11,12,receive the logging invoice,receive,invoice,1,low,0,1,2
p118,13,14,send the invoice,send,invoice,1,medium,1,1,2
p118,14,15,receive the activity invoice,receive,invoice,1,low,0,1,2
p118,16,17,send the invoice,send,invoice,1,medium,1,1,2
p118,17,18,receive the airline invoice,receive,invoice,1,low,1,1,2
p119,0,1,received a claim,received,claim,1,low,0,1,2
p139,1,2,send the documents to the hospital administration,send,documents,1,low,0,1,2
p147,14,18,send the application,send,application,1,low,1,1,2
p147,15,19,receive the application,receive,application,1,medium,1,1,2
p147,24,28,receive the application,receive,application,1,medium,1,1,2
p147,40,40,send the rejection,send,rejection,1,medium,1,1,2
p148,1,2,send the documents,send,documents,1,low,1,1,2
p148,2,3,receive the documents,receive,documents,1,medium,1,1,2
p149,3,4,send the documents,send,documents,1,low,1,1,2
p149,4,5,receive the documents,receive,documents,1,medium,1,1,2
p150,15,17,send the application,send,application,1,low,1,1,2
p150,15,18,send documentses,send,documents,1,low,0,1,2
p150,16,19,receive the application,receive,application,1,medium,1,1,2
p150,16,20,receive checks,receive,checks,1,low,0,1,2
p150,21,28,send the application to the selection committee,send,application,1,low,0,1,2
p150,22,29,receive the application,receive,application,1,medium,1,1,2
p19,3,4,receive the order,receive,order,1,medium,1,1,2
p2,14,14,send the tution bill to the student,send,bill,1,low,0,1,2
p2,16,16,receive the bill,receive,bill,1,low,0,1,2
p22,11,13,send the invoice,send,invoice,1,medium,1,1,2
p37,7,8,receive the prescription process,receive,process,1,low,0,1,2
p38,10,11,send the lodging invoice,send,invoice,1,low,0,1,2
p38,11,12,receive the lodging invoice,receive,invoice,1,low,0,1,2
p38,13,14,send the airline invoice,send,invoice,1,low,0,1,2
p38,14,15,receive the airline invoice,receive,invoice,1,low,1,1,2
p43,1,2,send form,send,form,1,low,0,1,2
p43,2,3,receive form ,receive,form,1,low,0,1,2
p51,9,10,send the order acceptance confirmation to the one provider,send,confirmation,1,low,0,1,2
p73,11,13,receive the order,receive,order,1,medium,1,1,2
p81,15,17,send the invoice,send,invoice,1,medium,1,1,2
p82,8,9,receive the invoice,receive,invoice,1,low,0,1,2
p83,12,13,send the bill,send,bill,1,low,1,1,2
p85,9,9,send the invoice,send,invoice,1,medium,1,1,2
p90,20,20,send the bill,send,bill,1,low,1,1,2
p95,2,3,receive the inquiry,receive,inquiry,1,low,1,1,2
p95,7,9,receive the request,receive,request,1,medium,1,1,2
p95,12,14,receive the meal order,receive,order,1,low,0,1,2
p96,20,18,send the invoice,send,invoice,1,medium,1,1,2
p99,9,10,clear the bill,clear,bill,1,low,0,1,2
p99,10,11,send the bill,send,bill,1,low,1,1,2
p100,13,14,specify the reasons,specify,reasons,1,low,1,1,2
p100,14,15,specify the required quality measures,specify,measures,1,low,0,1,2
p116,4,6,specify the requirments,specify,requirments,1,low,1,1,2
p119,7,7,specify the requirments,specify,requirments,1,low,1,1,2
p120,12,14,pay the claim,pay,claim,1,low,1,1,2
p123,13,12,specify the reasons,specify,reasons,1,low,1,1,2
p125,6,6,specify the requirments,specify,requirments,1,low,1,1,2
p126,2,3,specify the budget requirments,specify,requirments,1,low,0,1,2
p133,5,7,specify the registration requirments,specify,requirments,1,low,0,1,2
p149,2,3,pay for the aptitude test,pay,test,1,low,0,1,2
p18,6,6,setups the payroll,setups,payroll,1,low,0,1,2
p35,1,2,specify the vacancy requirment,specify,requirment,1,low,1,1,2
p36,0,1,request a book,request,book,1,low,0,1,2
p40,0,1,request an application,request,application,1,low,0,1,2
p42,0,1,request a booking,request,booking,1,low,0,1,2
p50,4,5,conduct the catagorize request,conduct,request,1,low,1,1,2
p50,8,9,conduct the catagorize request,conduct,request,1,low,1,1,2
p51,0,1,request the quotes,request,quotes,1,low,0,1,2
p55,1,2,specify the vacancy requirment,specify,requirment,1,low,1,1,2
p57,9,9,request order,request,order,1,low,0,1,2
p82,0,1,specify a long contract,specify,contract,1,low,0,1,2
p95,19,22,pay the bill,pay,bill,1,low,0,1,2
p93,18,22,specify the channel optimization,specify,optimization,1,low,1,1,2
p93,18,23,specify the channel optimization,specify,optimization,1,low,1,1,2
p98,6,6,specify the request details,specify,details,1,low,0,1,2
p98,7,7,specify the references,specify,references,1,low,0,1,2
p98,8,8,specify the urgencey,specify,urgencey,1,low,0,1,2
p21,9,8,inform to the cab driver,inform,driver,1,low,0,1,2
p139,20,21,conduct the sen notification,conduct,notification,1,low,0,1,2
p140,3,3,cancel the birth notification,cancel,notification,1,low,0,1,2
p70,6,6,create the claims notification,create,notification,1,low,0,1,2
p115,13,13,get the new offer,get,offer,1,low,0,1,2
p114,6,7,get the request,get,request,1,low,0,1,2
p115,1,1,get the flight booking request,get,request,1,low,0,1,2
p117,8,9,get the info,get,info,1,low,0,1,2
p125,1,2,get the order request,get,request,1,low,0,1,2
p17,4,5,get the authentication,get,authentication,1,low,0,1,2
p2,17,19,get the registration,get,registration,1,low,0,1,2
p10,9,10,make the payment,make,payment,1,medium,1,1,2
p102,23,21,make the payment,make,payment,1,medium,1,1,2
p106,4,5,find the pending payment,find,payment,1,low,0,1,2
p107,13,14,make the payment,make,payment,1,medium,1,1,2
p107,21,21,take the payment,take,payment,1,low,0,1,2
p108,29,27,make the payment,make,payment,1,medium,1,1,2
p11,12,14,reject the payment,reject,payment,1,low,0,1,2
p114,13,15,make the payment,make,payment,1,medium,1,1,2
p115,9,9,make the payment,make,payment,1,medium,1,1,2
p12,10,11,perform the payments,perform,payments,1,low,0,1,2
p123,7,7,make the payment,make,payment,1,medium,1,1,2
p125,16,16,make the payment,make,payment,1,medium,1,1,2
p134,7,7,make the payment,make,payment,1,medium,1,1,2
p3,10,12,make the payment,make,payment,1,medium,1,1,2
p37,9,11,make the payment,make,payment,1,medium,1,1,2
p58,0,1,make a payment,make,payment,1,low,0,1,2
p58,1,2,receive the payment,receive,payment,1,medium,1,1,2
p9,11,11,make the payment,make,payment,1,medium,1,1,2
p10,0,1,place a flight reservation order,place,order,1,low,0,1,2
p105,17,19,place the order,place,order,1,low,1,1,2
p123,11,10,send the replacement order,send,order,1,low,1,1,2
p131,0,1,place a service request,place,request,1,low,0,1,2
p16,2,2,place the order,place,order,1,low,1,1,2
p31,0,1,place an order,place,order,1,medium,1,1,2
p56,0,1,place an order,place,order,1,medium,1,1,2
p57,0,1,place an order,place,order,1,medium,1,1,2
p81,0,1,place an order,place,order,1,medium,1,1,2
p85,0,1,place an order,place,order,1,medium,1,1,2
p87,0,1,place an enrollment request,place,request,1,low,0,1,2
p90,0,1,place an order,place,order,1,medium,1,1,2
p1,8,11,modify the ticket,modify,ticket,1,low,0,1,2
p1,11,13,send the mail to the support agent,send,mail,1,low,0,1,2
p1,14,17,notify to the support agent,notify,agent,1,low,0,1,2
p1,15,18,notify to the customer,notify,customer,1,low,0,1,2
p10,1,2,receive the order,receive,order,1,medium,1,1,2
p10,5,6,receive the rejection notification,receive,notification,1,medium,1,1,2
p10,8,9,receive the flight confirmation,receive,confirmation,1,low,0,1,2
p100,5,5,inform the account dept.,inform,dept.,1,low,0,1,2
p100,9,10,send the replacement order,send,order,1,low,1,1,2
p101,0,1,receive an order,receive,order,1,medium,1,1,2
p101,10,10,dept. forwards the order to check,dept.,order,1,low,0,1,2
p102,2,4,send the order to the supplier,send,order,1,low,0,1,2
p102,3,5,receive the order,receive,order,1,medium,1,1,2
p102,7,8,send the notification to the commitee,send,notification,1,low,0,1,2
p102,10,11,request the food item delivery,request,item,1,low,0,1,2
p102,12,12,receive the delivery request,receive,request,1,low,0,1,2
p102,15,13,send the notification to the supplier,send,notification,1,low,0,1,2
p102,16,14,receive the confirmation,receive,confirmation,1,low,1,1,2
p102,21,18,receive the notification,receive,notification,1,medium,1,1,2
p102,22,19,receive the order,receive,order,1,medium,1,1,2
p103,0,1,receive an order,receive,order,1,medium,1,1,2
p103,12,12,inform the reasons,inform,reasons,1,medium,1,1,2
p103,14,15,retrieve the destinations,retrieve,destinations,1,low,0,1,2
p104,11,9,inform the reasons,inform,reasons,1,medium,1,1,2
p104,20,16,approve the design,approve,design,1,low,0,1,2
p105,0,1,select a product,select,product,1,low,0,1,2
p105,1,2,enter the email address,enter,email address,1,low,0,1,2
p105,2,3,enter the credit card number,enter,number,1,low,0,1,2
p105,4,5,get the order,get,order,1,low,1,1,2
p105,5,6,retrieve the isbn,retrieve,isbn,1,low,0,1,2
p105,18,20,confirm the order,confirm,order,1,low,0,1,2
p106,0,1,enter a credit card number,enter,number,1,low,0,1,2
p106,7,10,select the shipping type,select,shipping type,1,low,0,1,2
p106,9,11,send the order confirmation,send,confirmation,1,low,0,1,2
p107,7,8,receive the request,receive,request,1,medium,1,1,2
p107,9,10,inform the customer,inform,customer,1,medium,1,1,2
p107,12,13,purchase the order,purchase,order,1,low,1,1,2
p107,14,15,receive the payment,receive,payment,1,medium,1,1,2
p107,15,16,authenticate the payment,authenticate,payment,1,low,0,1,2
p107,19,19,inform the customer,inform,customer,1,medium,1,1,2
p108,6,6,disapprove the rfq,disapprove,rfq,1,low,0,1,2
p108,7,7,inform the reasons,inform,reasons,1,medium,1,1,2
p108,8,8,approve the rfq,approve,rfq,1,low,0,1,2
p108,16,15,send the quote response,send,response,1,low,0,1,2
p108,17,16,receive the quote response,receive,response,1,low,0,1,2
p108,21,20,send the order to the vendor,send,order,1,low,0,1,2
p108,30,28,receive the payment,receive,payment,1,medium,1,1,2
p109,1,2,submit the request,submit,request,1,low,0,1,2
p109,6,6,inform the reasons,inform,reasons,1,medium,1,1,2
p109,7,7,receive the acknowledgment,receive,acknowledgment,1,low,0,1,2
p109,27,27,approve the order,approve,order,1,low,1,1,2
p109,43,43,submit the signed order,submit,order,1,low,0,1,2
p11,13,15,notify the customer,notify,customer,1,low,1,1,2
p110,10,10,make the terms approval,make,approval,1,low,0,1,2
p111,0,1,request a loan,request,loan,1,low,0,1,2
p111,1,2,receive the loan request,receive,request,1,low,0,1,2
p111,3,4,record the loan request,record,request,1,low,0,1,2
p111,12,12,notify the customer,notify,customer,1,low,1,1,2
p111,15,14,inform the reasons,inform,reasons,1,medium,1,1,2
p112,0,1,receive a client record,receive,record,1,low,0,1,2
p113,1,2,submit the demographics,submit,demographics,1,low,0,1,2
p113,8,8,inform the customer,inform,customer,1,medium,1,1,2
p113,9,9,receive the notification,receive,notification,1,medium,1,1,2
p113,11,11,approve the insurance,approve,insurance,1,low,0,1,2
p113,13,13,receive the claim,receive,claim,1,low,1,1,2
p114,7,8,send the required details,send,details,1,low,0,1,2
p114,8,9,access the details,access,details,1,low,0,1,2
p114,10,12,select the candidate doze,select,candidate,1,low,0,1,2
p114,12,14,receive the instruction,receive,instruction,1,low,0,1,2
p114,14,16,receive the payment,receive,payment,1,medium,1,1,2
p115,2,2,register the request,register,request,1,low,1,1,2
p115,8,8,register the flight,register,flight,1,low,0,1,2
p115,10,10,receive the payment,receive,payment,1,medium,1,1,2
p115,15,15,inform the travel agent,inform,agent,1,low,0,1,2
p116,0,1,register a ticket claim,register,claim,1,low,0,1,2
p116,1,2,receive the claim,receive,claim,1,low,1,1,2
p116,3,5,edit the level ticket claim,edit,claim,1,low,0,1,2
p116,5,7,submit the review results,submit,results,1,low,1,1,2
p116,8,10,inform the customer,inform,customer,1,medium,1,1,2
p116,9,11,receive the notification,receive,notification,1,medium,1,1,2
p116,12,14,receive the claim,receive,claim,1,low,1,1,2
p116,14,16,submit the review results,submit,results,1,low,1,1,2
p116,20,24,send the mail to the account manager,send,mail,1,low,0,1,2
p117,2,3,receive the request,receive,request,1,medium,1,1,2
p117,6,7,receive the request,receive,request,1,medium,1,1,2
p117,19,21,register the customer,register,customer,1,low,1,1,2
p118,0,1,receive an order,receive,order,1,medium,1,1,2
p118,6,7,notify the customer,notify,customer,1,low,1,1,2
p119,9,10,inform the customer,inform,customer,1,medium,1,1,2
p12,0,1,request the vacations,request,vacations,1,low,0,1,2
p12,4,4,inform the customer,inform,customer,1,medium,1,1,2
p12,6,6,approve the vacation request,approve,request,1,low,0,1,2
p120,1,3,submit the insurance claim,submit,claim,1,low,0,1,2
p120,10,12,approve the case,approve,case,1,low,0,1,2
p121,0,1,starts a registration,starts,registration,1,low,0,1,2
p121,3,4,enter the registration information,enter,information,1,low,1,1,2
p121,5,6,create the database record,create,record,1,low,1,1,2
p121,8,10,receive the registration mail,receive,mail,1,low,1,1,2
p122,0,1,receive a complaint,receive,complaint,1,low,0,1,2
p122,2,2,create the incident record,create,record,1,low,0,1,2
p122,3,3,categorize the incident,categorize,incident,1,low,0,1,2
p122,4,4,prioritize the incident,prioritize,incident,1,low,0,1,2
p122,5,5,create the customer complaint,create,complaint,1,low,0,1,2
p122,17,22,inform the complainer,inform,complainer,1,low,0,1,2
p124,1,2,receive the order,receive,order,1,medium,1,1,2
p124,19,18,send the email to the customer,send,email,1,low,1,1,2
p124,21,20,receive the order,receive,order,1,medium,1,1,2
p125,0,1,request an order,request,order,1,low,0,1,2
p125,7,7,inform the requirements to the warehouse manager,inform,requirements,1,low,0,1,2
p125,11,10,select the delivery service,select,service,1,low,1,1,2
p126,0,1,initiate a project,initiate,project,1,low,0,1,2
p126,6,7,select the candidate,select,candidate,1,low,1,1,2
p126,9,9,submit the updates,submit,updates,1,low,1,1,2
p126,13,13,receive the payment,receive,payment,1,medium,1,1,2
p127,1,2,select the candidates,select,candidates,1,low,0,1,2
p127,7,7,notify the hiring manager,notify,manager,1,low,0,1,2
p127,8,8,receive the notification,receive,notification,1,medium,1,1,2
p127,9,9,revise the package,revise,package,1,low,0,1,2
p127,12,13,receive the offer,receive,offer,1,low,0,1,2
p127,17,18,revise the offer,revise,offer,1,low,0,1,2
p128,0,1,send a policy request,send,request,1,low,0,1,2
p128,1,2,receive the policy request,receive,request,1,low,0,1,2
p128,4,5,receive the questionaire,receive,questionaire,1,low,0,1,2
p128,6,7,send the response,send,response,1,low,0,1,2
p128,7,8,receive the additional information,receive,information,1,low,0,1,2
p128,10,11,send the request outcome,send,outcome,1,low,0,1,2
p128,11,12,receive the request outcome,receive,outcome,1,low,0,1,2
p13,3,3,apply the application,apply,application,1,low,0,1,2
p13,4,4,receive the application,receive,application,1,medium,1,1,2
p131,1,2,receive the request,receive,request,1,medium,1,1,2
p131,2,3,select the service package,select,package,1,low,1,1,2
p131,6,7,create the account,create,account,1,low,0,1,2
p131,14,15,receive the results,receive,results,1,low,0,1,2
p131,17,18,receive the rejection notification,receive,notification,1,medium,1,1,2
p132,9,10,allow the break,allow,break,1,low,0,1,2
p133,6,8,enter the registration information,enter,information,1,low,1,1,2
p133,8,10,create the database record,create,record,1,low,1,1,2
p133,12,15,receive the registration mail,receive,mail,1,low,1,1,2
p133,14,17,notify the customer,notify,customer,1,low,1,1,2
p133,15,18,receive the notification,receive,notification,1,medium,1,1,2
p134,8,8,update the inventory system,update,system,1,low,0,1,2
p134,14,14,inform the reasons,inform,reasons,1,medium,1,1,2
p134,16,16,send the replacement order,send,order,1,low,1,1,2
p135,0,1,receive a birth notification,receive,notification,1,low,1,1,2
p135,1,2,receive the documents,receive,documents,1,medium,1,1,2
p135,7,8,register the baby,register,baby,1,low,1,1,2
p135,13,15,register the baby,register,baby,1,low,1,1,2
p135,15,17,register the nationality,register,nationality,1,low,0,1,2
p135,22,25,inform the resposible persons,inform,persons,1,low,0,1,2
p136,5,6,inform the civil court,inform,court,1,low,0,1,2
p136,10,13,send the information,send,information,1,low,0,1,2
p136,18,21,receive the citizenship decision,receive,decision,1,low,0,1,2
p136,19,22,register the citizenship,register,citizenship,1,low,0,1,2
p136,21,25,register the baby,register,baby,1,low,1,1,2
p136,25,29,register the baby,register,baby,1,low,1,1,2
p136,26,30,send the birth information to the parents,send,information,1,low,0,1,2
p136,29,35,send the request,send,request,1,low,0,1,2
p137,0,1,receive a notification,receive,notification,1,low,1,1,2
p137,6,7,register the baby,register,baby,1,low,1,1,2
p137,8,10,register the child,register,child,1,low,0,1,2
p137,25,28,receive the processed information,receive,information,1,low,0,1,2
p138,0,1,receive a birth notification,receive,notification,1,low,1,1,2
p138,3,3,confirm the identity,confirm,identity,1,medium,1,1,2
p138,4,4,confirm the identity,confirm,identity,1,medium,1,1,2
p138,5,6,send the documents to the administration,send,documents,1,low,0,1,2
p138,9,9,confirm the identity,confirm,identity,1,medium,1,1,2
p138,16,15,update the gba,update,gba,1,low,0,1,2
p138,18,17,send the notification,send,notification,1,low,1,1,2
p138,21,20,send the data,send,data,1,low,1,1,2
p138,22,22,archive the documents,archive,documents,1,low,1,1,2
p139,0,1,receive a notification,receive,notification,1,low,1,1,2
p139,2,3,confirm the identity,confirm,identity,1,medium,1,1,2
p139,7,8,register at the municiplility,register,municiplility,1,low,0,1,2
p139,22,23,archive the documents,archive,documents,1,low,1,1,2
p14,4,2,email the discussion deadline to warn ,email,deadline,1,low,0,1,2
p14,5,3,initiate the email discussion,initiate,discussion,1,low,0,1,2
p140,0,1,receive a notification,receive,notification,1,low,1,1,2
p140,9,10,confirm the choice,confirm,choice,1,low,1,1,2
p140,14,14,send the notification,send,notification,1,low,1,1,2
p140,18,19,archive the documents,archive,documents,1,low,1,1,2
p141,0,1,receive a notification,receive,notification,1,low,1,1,2
p141,2,3,inform the court,inform,court,1,low,0,1,2
p141,3,4,confirm the identity,confirm,identity,1,medium,1,1,2
p141,5,5,confirm the identity,confirm,identity,1,medium,1,1,2
p141,7,7,confirm the identity,confirm,identity,1,medium,1,1,2
p141,11,12,approve the data,approve,data,1,low,0,1,2
p141,17,18,confirm the choice,confirm,choice,1,low,1,1,2
p141,21,22,send the notification,send,notification,1,low,1,1,2
p141,22,23,archive the documents,archive,documents,1,low,1,1,2
p142,7,8,add the case,add,case,1,low,0,1,2
p142,9,11,send the application to the enrollment administration,send,application,1,low,0,1,2
p142,17,19,send the rejection,send,rejection,1,medium,1,1,2
p142,18,20,inform the reason,inform,reason,1,low,1,1,2
p142,19,21,receive the rejection,receive,rejection,1,medium,1,1,2
p142,21,23,hand over the application to examine board,hand,application,1,low,0,1,2
p142,26,27,send the acceptance,send,acceptance,1,low,0,1,2
p142,27,28,receive the acceptance,receive,acceptance,1,low,0,1,2
p142,29,30,send the rejection,send,rejection,1,medium,1,1,2
p142,30,31,inform the reasons,inform,reasons,1,medium,1,1,2
p142,31,32,receive the rejection,receive,rejection,1,medium,1,1,2
p143,2,2,choose the international university,choose,university,1,low,0,1,2
p143,4,5,send the international application,send,application,1,low,0,1,2
p143,5,7,choose the german university,choose,university,1,low,0,1,2
p143,7,10,send german application,send,application,1,low,0,1,2
p143,12,18,send the rejection,send,rejection,1,medium,1,1,2
p143,13,19,receive the rejection,receive,rejection,1,medium,1,1,2
p143,21,28,send the rejection,send,rejection,1,medium,1,1,2
p143,22,29,inform the reasons,inform,reasons,1,medium,1,1,2
p143,23,30,receive the rejection,receive,rejection,1,medium,1,1,2
p143,25,33,send the commitment,send,commitment,1,low,0,1,2
p143,26,34,receive the commitment,receive,commitment,1,low,0,1,2
p144,1,2,send the documents,send,documents,1,low,1,1,2
p144,2,3,receive the documents,receive,documents,1,medium,1,1,2
p144,5,6,receive the documents,receive,documents,1,medium,1,1,2
p144,11,11,send the interview invitation,send,invitation,1,low,0,1,2
p144,14,14,select the applicant,select,applicant,1,low,0,1,2
p145,11,10,send the application,send,application,1,low,1,1,2
p145,12,11,receive the application,receive,application,1,medium,1,1,2
p145,20,18,send the rejection,send,rejection,1,medium,1,1,2
p145,21,19,receive the rejection,receive,rejection,1,medium,1,1,2
p146,0,1,complete to form onlline,complete,form,1,low,0,1,2
p146,0,2,send the application,send,application,1,low,1,1,2
p146,1,3,receive the online application,receive,application,1,low,0,1,2
p146,2,4,allocate the application number,allocate,number,1,low,0,1,2
p146,2,5,allocate passwords,allocate,passwords,1,low,0,1,2
p146,3,6,receive the number,receive,number,1,low,0,1,2
p146,3,7,receive passwords,receive,passwords,1,low,0,1,2
p146,7,10,print the international application form,print,form,1,low,0,1,2
p146,9,12,print the german application form,print,form,1,low,0,1,2
p146,10,14,send the requirements to the secretarial office,send,requirements,1,low,0,1,2
p146,11,15,receive the application,receive,application,1,medium,1,1,2
p146,17,20,resubmit the application,resubmit,application,1,low,0,1,2
p146,19,22,send the documents to the committee,send,documents,1,low,0,1,2
p146,20,23,receive the application,receive,application,1,medium,1,1,2
p147,43,43,attach the additional requirements,attach,requirements,1,low,0,1,2
p148,22,20,confirm the acceptance,confirm,acceptance,1,low,0,1,2
p149,1,2,send the online protocol,send,protocol,1,low,0,1,2
p15,0,1,receive an order,receive,order,1,medium,1,1,2
p15,3,4,send the inquiry,send,inquiry,1,low,0,1,2
p15,4,5,receive the inquiry,receive,inquiry,1,low,1,1,2
p15,6,7,send the report to the production branch,send,report,1,low,0,1,2
p150,0,1,choose the courses,choose,courses,1,low,0,1,2
p150,2,3,choose the response,choose,response,1,low,0,1,2
p150,8,8,upload the bachelor degree,upload,degree,1,low,0,1,2
p150,9,9,upload the university entrance certificate,upload,certificate,1,low,0,1,2
p150,10,10,upload the letter,upload,letter,1,low,0,1,2
p150,11,11,upload the cv,upload,cv,1,low,0,1,2
p150,12,12,upload the language certificate,upload,certificate,1,low,0,1,2
p150,34,43,send the information to the application office,send,information,1,low,0,1,2
p150,35,44,update the application system,update,system,1,low,0,1,2
p16,4,5,receive the order,receive,order,1,medium,1,1,2
p17,0,1,receive a payment,receive,payment,1,low,0,1,2
p17,1,2,send the payment,send,payment,1,low,0,1,2
p17,2,3,authorize the card payment,authorize,payment,1,low,0,1,2
p17,3,4,notify to the supplier,notify,supplier,1,low,0,1,2
p18,5,5,select the candidate,select,candidate,1,low,1,1,2
p18,9,9,inform the candidate,inform,candidate,1,low,1,1,2
p19,12,11,inform the customer,inform,customer,1,medium,1,1,2
p2,2,3,retrieve the educational record,retrieve,record,1,low,0,1,2
p2,6,6,send the notification,send,notification,1,low,1,1,2
p2,7,7,receive the notice,receive,notice,1,low,0,1,2
p2,9,9,resubmit form,resubmit,form,1,low,0,1,2
p2,11,11,register the student,register,student,1,low,0,1,2
p2,12,12,enroll the student,enroll,student,1,low,0,1,2
p2,15,15,send the outcome,send,outcome,1,low,0,1,2
p2,16,17,receive registrations,receive,registrations,1,low,0,1,2
p20,0,1,receive an order,receive,order,1,medium,1,1,2
p20,4,4,inform the reasons,inform,reasons,1,medium,1,1,2
p20,5,5,approve the order,approve,order,1,low,1,1,2
p21,0,1,request a cab booking,request,booking,1,low,0,1,2
p21,1,2,receive the request,receive,request,1,medium,1,1,2
p21,6,5,receive the booking details,receive,details,1,low,0,1,2
p21,8,7,confirm the booking,confirm,booking,1,low,0,1,2
p21,10,9,receive the details,receive,details,1,low,0,1,2
p21,12,11,inform the confirmation,inform,confirmation,1,low,1,1,2
p21,14,13,inform the reasons,inform,reasons,1,medium,1,1,2
p22,2,3,receive the order,receive,order,1,medium,1,1,2
p22,12,14,enter the order,enter,order,1,low,1,1,2
p23,4,5,register a black list,register,list,1,low,0,1,2
p23,9,8,inform the reason listed,inform,reason,1,low,0,1,2
p25,0,1,report a bug,report,bug,1,low,0,1,2
p25,1,2,receive the report,receive,report,1,low,0,1,2
p25,6,7,notify the administrator,notify,administrator,1,low,0,1,2
p25,7,8,install the new version,install,version,1,low,0,1,2
p25,8,9,notify the user,notify,user,1,low,0,1,2
p25,10,12,inform the user,inform,user,1,low,0,1,2
p25,11,14,use the application,use,application,1,low,0,1,2
p26,1,2,take the manager approval,take,approval,1,low,0,1,2
p26,2,3,receive the approved voucher,receive,voucher,1,low,0,1,2
p27,1,2,receive the quote,receive,quote,1,low,1,1,2
p28,0,1,submit a project,submit,project,1,low,0,1,2
p28,1,2,receive the project,receive,project,1,low,0,1,2
p28,8,9,resubmit the project,resubmit,project,1,low,0,1,2
p29,0,1,request a new license,request,license,1,low,0,1,2
p29,1,2,submit the application,submit,application,1,low,1,1,2
p29,2,3,receive the new licence application,receive,application,1,low,0,1,2
p29,7,8,inform the reason,inform,reason,1,low,1,1,2
p30,6,6,require the quotation,require,quotation,1,low,0,1,2
p31,1,2,receive the order,receive,order,1,medium,1,1,2
p31,6,9,create the customer account,create,account,1,low,0,1,2
p33,0,1,place an order,place,order,1,medium,1,1,2
p33,1,2,receive the order,receive,order,1,medium,1,1,2
p33,3,3,input the order data into the erp system,input,data,1,low,0,1,2
p33,11,12,print the shipping label,print,label,1,low,0,1,2
p34,0,1,advertise a job,advertise,job,1,low,0,1,2
p34,2,3,apply the required job,apply,job,1,low,0,1,2
p34,4,5,submit the challan form,submit,form,1,low,0,1,2
p34,5,6,submit the application,submit,application,1,low,1,1,2
p34,7,8,receive the job application,receive,application,1,low,0,1,2
p34,12,12,inform the candidate,inform,candidate,1,low,1,1,2
p34,13,13,select the candidate,select,candidate,1,low,1,1,2
p34,14,14,inform the candidate,inform,candidate,1,low,1,1,2
p34,15,15,submit the employment form,submit,form,1,low,0,1,2
p35,5,5,access the vacancy,access,vacancy,1,low,1,1,2
