,textid,sentenceID,activityID,activity,verb,object,IT system,process volume,repetitive,human intervention,GS
799,p89,3,4,create the production order list,create,list,0.0,low,0,1,0
800,p89,4,5,review the production list,review,list,0.0,low,0,1,0
801,p89,6,6,reject the production schedule list,reject,list,0.0,low,0,1,0
802,p89,8,8,accept the production schedule list,accept,list,0.0,low,0,1,0
803,p9,7,7,apologize to the customer,apologize,customer,0.0,low,0,1,0
804,p9,10,10,receive the pizza delivery,receive,pizza,0.0,low,0,1,0
805,p9,12,12,eat the pizza,eat,pizza,0.0,low,0,1,0
806,p91,0,1,receive the spare parts,receive,parts,0.0,low,0,1,0
807,p91,2,2,prepare the receipt,prepare,receipt,0.0,low,0,1,0
808,p91,4,5,receive spare parts,receive,parts,0.0,low,0,1,0
809,p91,11,13,demand spare parts,demand,parts,0.0,low,0,1,0
810,p92,4,5,review the detail,review,detail,0.0,low,0,1,0
811,p92,7,8,find the user transaction,find,transaction,0.0,low,0,1,0
812,p92,12,13,conduct the transaction,conduct,transaction,0.0,low,0,1,0
813,p93,0,2,consult the website specification,consult,specification,0.0,low,0,1,0
814,p93,1,3,prepare the proposal,prepare,proposal,0.0,low,0,1,0
815,p93,1,4,document the specifications,document,specifications,0.0,low,0,1,0
816,p93,2,5,conduct the kickoff meeting,conduct,meeting,0.0,low,0,1,0
817,p93,3,6,design the website template,design,template,0.0,low,0,1,0
818,p93,5,7,design the wireframe,design,wireframe,0.0,low,0,1,0
819,p93,6,8,design the information architecture,design,architecture,0.0,low,0,1,0
820,p93,7,10,assemble the contents,assemble,contents,0.0,low,0,1,0
821,p93,9,11,design the graphics,design,graphics,0.0,low,0,1,0
822,p93,10,12,design the animations,design,animations,0.0,low,0,1,0
823,p93,11,15,take the client approval,take,approval,0.0,low,0,1,0
824,p93,17,21,decide the channel optimizations,decide,optimizations,0.0,low,0,1,0
825,p93,20,26,launch the website,launch,website,0.0,low,0,1,0
826,p94,4,5,evaluate the entered correctness,evaluate,correctness,0.0,low,0,1,0
827,p94,4,6,evaluate completnesses,evaluate,completnesses,0.0,low,0,1,0
828,p95,0,1,enter in the hotel for dinner,enter,hotel,0.0,low,0,1,0
829,p95,6,8,handovers the order to the customer,handovers,order,0.0,low,0,1,0
830,p95,10,11,allocate the seat,allocate,seat,0.0,low,0,1,0
831,p95,11,12,provide the menu,provide,menu,0.0,low,0,1,0
832,p95,13,15,forwards the order,forwards,order,0.0,low,0,1,0
833,p95,14,16,cook the meal,cook,meal,0.0,low,0,1,0
834,p95,16,18,eat the meat,eat,meat,0.0,low,0,1,0
835,p95,17,19,complete the dine,complete,dine,0.0,low,0,1,0
836,p95,18,20,issue the bill,issue,bill,0.0,low,0,1,0
837,p96,18,15,make the production,make,production,0.0,low,0,1,0
838,p97,0,1,prepare a product requisition,prepare,requisition,0.0,low,0,1,0
839,p97,6,7,create the testing plan,create,plan,0.0,low,0,1,0
840,p97,12,15,make the correction,make,correction,0.0,low,0,1,0
841,p98,3,3,find the possible request,find,request,0.0,low,0,1,0
842,p98,9,9,make the statments,make,statments,0.0,low,0,1,0
843,p98,9,10,give fact,give,fact,0.0,low,0,1,0
844,p99,3,3,check the bill information,check,information,0.0,low,0,1,0
845,p99,5,5,find the need,find,need,0.0,low,0,1,0
846,p99,11,12,conduct the production start,conduct,production,0.0,low,0,1,0
847,p99,15,16,finish the production,finish,production,0.0,low,0,1,0
848,p11,8,9,process the credit card,process,credit card,0.0,low,0,1,0
849,p110,9,9,issue the credit report,issue,report,0.0,low,0,1,0
850,p59,4,5,import the product,import,product,0.0,low,0,1,0
851,p69,11,13,display the list,display,list,0.0,low,0,1,0
852,p39,7,9,verify the payment,verify,payment,0.0,low,0,1,0
853,p99,8,8,verify the payments,verify,payments,0.0,low,0,1,0
854,p46,10,12,close the ticket,close,ticket,0.0,low,0,1,0
855,p74,2,3,assign the ticket,assign,ticket,0.0,low,0,1,0
856,p59,0,1,open a project workspace,open,workspace,0.0,low,0,1,0
857,p150,6,7,fill the application form,fill,form,0.0,low,0,1,0
858,p87,6,6,accept the request,accept,request,0.0,low,0,1,0
859,p1,7,10,check the ticket,check,ticket,0.0,low,0,1,0
860,p86,15,15,check the customer credit,check,credit,0.0,low,0,1,0
861,p94,0,1,visit a website,visit,website,0.0,low,0,1,0
862,p97,4,5,check the assessment detail,check,detail,0.0,low,0,1,0
863,p98,1,2,check the legal grounds,check,grounds,0.0,low,0,1,0
864,p98,10,11,identify the application legislation,identify,legislation,0.0,low,0,1,0
865,p22,0,1,generate an order,generate,order,0.0,low,0,1,0
866,p62,7,8,accomplish the support,accomplish,support,0.0,low,0,1,0
867,p74,6,8,complete the ticket,complete,ticket,0.0,low,0,1,0
868,p79,8,9,accomplish the order,accomplish,order,0.0,low,0,1,0
869,p83,17,18,complete the billing,complete,billing,0.0,low,0,1,0
870,p130,1,3,prepare the developmental needs,prepare,needs,0.0,low,0,1,0
871,p100,3,3,find the qualiy ok,find,qualiy,0.0,low,0,1,0
872,p103,9,8,find the order cannot be fulfilled,find,order,0.0,low,0,1,0
873,p109,10,10,assign the emergency contact to the duty officer\/contractor \/,assign,contact,0.0,low,0,1,0
874,p138,6,7,take the decision,take,decision,0.0,low,0,1,0
875,p37,0,1,arrive at the clinic,arrive,clinic,0.0,low,0,1,0
876,p68,0,1,arrive a hospital,arrive,hospital,0.0,low,0,1,0
877,p78,13,20,write the acceptance letter,write,letter,0.0,low,0,1,0
878,p83,18,21,ship the warehouse ships,ship,ships,0.0,low,0,1,0
879,p85,6,6,wait for to unload item,wait,item,0.0,low,0,1,0
880,p94,1,2,show the login page to the user,show,page,0.0,low,0,1,0
881,p95,1,2,arrive at the inquiry desk,arrive,desk,0.0,low,0,1,0
882,p95,15,17,serve as the meal,serve,meal,0.0,low,0,1,0
883,p97,2,3,complete the detailed assessment,complete,assessment,0.0,low,0,1,0
884,p98,19,17,take the further decision,take,decision,0.0,low,0,1,0
885,model5-1,2,4,approve the loan,approve,loan,0.0,low,1,1,0
886,bicyclemanufacturing,10,16,assemble the bicycle,assemble,bicycle,0.0,low,1,1,0
887,runningexample,10,15,assemble the bicycle,assemble,bicycle,0.0,low,1,1,0
888,model6-4,3,5,call the customer,call,customer,0.0,low,1,1,0
889,model6-4,12,16,call the customer,call,customer,0.0,low,1,1,0
890,model8-1,1,4,fill the post,fill,post,0.0,low,1,1,0
891,model8-1,2,5,fill the post,fill,post,0.0,low,1,1,0
892,model2-1,12,23,indicate the type,indicate,type,0.0,low,1,1,0
893,model2-1,12,24,indicate the type,indicate,type,0.0,low,1,1,0
894,bicyclemanufacturing,0,0,manufacture customized bicycles,manufacture,bicycles,0.0,low,1,1,0
895,runningexample,0,0,manufacture customized bicycles,manufacture,bicycles,0.0,low,1,1,0
896,bicyclemanufacturing,9,13,prepare everything in the meantime,prepare,everything,0.0,low,1,1,0
897,runningexample,9,12,prepare everything in the meantime,prepare,everything,0.0,low,1,1,0
898,bicyclemanufacturing,5,8,process the part list,process,list,0.0,low,1,1,0
899,runningexample,5,8,process the part list,process,list,0.0,low,1,1,0
900,bicyclemanufacturing,8,12,repeat procedure,repeat,procedure,0.0,low,1,1,0
901,runningexample,8,11,repeat procedure,repeat,procedure,0.0,low,1,1,0
902,repairexample,6,9,send the telephone to the repair department,send,telephone,0.0,low,1,1,0
903,repairexample,12,19,send the telephone to the repair department,send,telephone,0.0,low,1,1,0
904,model4-1,14,15,take place,take place,,0.0,low,1,1,0
905,model4-1,36,54,take place,take place,,0.0,low,1,1,0
906,p101,6,6,assign the carrier,assign,carrier,0.0,low,1,1,0
907,p101,15,17,move the package,move,package,0.0,low,1,1,0
908,p103,13,14,fulfil the order,fulfil,order,0.0,low,1,1,0
909,p107,22,22,prepare the shipment,prepare,shipment,0.0,low,1,1,0
910,p108,3,4,check the quote,check,quote,0.0,low,1,1,0
911,p108,11,11,review the quote,review,quote,0.0,low,1,1,0
912,p108,12,12,check the quote,check,quote,0.0,low,1,1,0
913,p108,26,24,fulfill the order,fulfill,order,0.0,low,1,1,0
914,p110,4,5,check the credit,check,credit,0.0,low,1,1,0
915,p111,14,13,reject the loan request,reject,request,0.0,low,1,1,0
916,p113,5,5,review the insurance policy,review,policy,0.0,low,1,1,0
917,p115,14,14,review the offer,review,offer,0.0,low,1,1,0
918,p118,2,3,check the balance,check,balance,0.0,low,1,1,0
919,p118,7,8,find the sufficent balance,find,balance,0.0,low,1,1,0
920,p120,5,7,review the insurance policy,review,policy,0.0,low,1,1,0
921,p121,2,3,open the registration screen,open,screen,0.0,low,1,1,0
922,p122,14,16,assign the category,assign,category,0.0,low,1,1,0
923,p122,15,19,assign the category,assign,category,0.0,low,1,1,0
924,p123,6,6,store the goods receipt,store,receipt,0.0,low,1,1,0
925,p124,0,1,give an order,give,order,0.0,low,1,1,0
926,p124,5,5,find the available funds,find,funds,0.0,low,1,1,0
927,p124,6,6,add the funds,add,funds,0.0,low,1,1,0
928,p124,8,9,process the customer order,process,order,0.0,low,1,1,0
929,p124,9,10,check the inventory,check,inventory,0.0,low,1,1,0
930,p124,12,13,prepare the purchase requisition,prepare,requisition,0.0,low,1,1,0
931,p124,17,16,pack the product,pack,product,0.0,low,1,1,0
932,p124,18,17,deliver the product,deliver,product,0.0,low,1,1,0
933,p125,14,14,deliver the goods,deliver,goods,0.0,low,1,1,0
934,p126,3,4,invite the candidates,invite,candidates,0.0,low,1,1,0
935,p126,7,8,sign the contract,sign,contract,0.0,low,1,1,0
936,p126,11,12,review the updates,review,updates,0.0,low,1,1,0
937,p127,13,14,review the offer,review,offer,0.0,low,1,1,0
938,p127,15,16,reject the offer,reject,offer,0.0,low,1,1,0
939,p127,18,19,accept the offer,accept,offer,0.0,low,1,1,0
940,p13,7,7,receive the cheque book,receive,book,0.0,low,1,1,0
941,p13,9,9,receive the cheque book,receive,book,0.0,low,1,1,0
942,p130,9,12,prepare the customer communication material,prepare,material,0.0,low,1,1,0
943,p130,9,13,prepare the customer communication material,prepare,material,0.0,low,1,1,0
944,p131,4,5,gather the customer information,gather,information,0.0,low,1,1,0
945,p131,5,6,perform the customer information inquiry,perform,inquiry,0.0,low,1,1,0
946,P86,16,16,perform the pre-order validation results,perform,results,0.0,low,1,1,0
947,p131,13,14,perform the pre-order validation results,perform,results,0.0,low,1,1,0
948,p131,15,16,find the available service,find,service,0.0,low,1,1,0
949,p133,3,5,open the registration screen,open,screen,0.0,low,1,1,0
950,p134,6,6,store the goods receipt,store,receipt,0.0,low,1,1,0
951,p136,7,10,accept baby,accept,baby,0.0,low,1,1,0
952,p136,12,15,accept baby,accept,baby,0.0,low,1,1,0
953,p137,15,16,decide on the first name,decide,name,0.0,low,1,1,0
954,p137,24,26,decide on the first name,decide,name,0.0,low,1,1,0
955,p138,1,2,check the identity,check,identity,0.0,low,1,1,0
956,p138,8,8,refuse the continution,refuse,continution,0.0,low,1,1,0
957,p138,11,11,check the gba data,check,data,0.0,low,1,1,0
958,p138,17,16,check the validity,check,validity,0.0,low,1,1,0
959,p139,8,9,check the gba,check,gba,0.0,low,1,1,0
960,p139,11,11,search the gba data,search,data,0.0,low,1,1,0
961,p139,14,15,check the certificate,check,certificate,0.0,low,1,1,0
962,p139,18,19,check the validity,check,validity,0.0,low,1,1,0
963,p140,1,2,check the identity,check,identity,0.0,low,1,1,0
964,p140,4,4,check the gba data,check,data,0.0,low,1,1,0
965,p140,7,7,search the gba data,search,data,0.0,low,1,1,0
966,p140,10,11,sign the certificate,sign,certificate,0.0,low,1,1,0
967,p141,6,6,refuse the continution,refuse,continution,0.0,low,1,1,0
968,p141,9,10,check the gba,check,gba,0.0,low,1,1,0
969,p141,19,20,sign the certificate,sign,certificate,0.0,low,1,1,0
970,p142,0,1,complete an application,complete,application,0.0,low,1,1,0
971,p142,4,4,create the letter,create,letter,0.0,low,1,1,0
972,p142,24,25,find the equivalent bachelor,find,bachelor,0.0,low,1,1,0
973,p142,25,26,accept the application,accept,application,0.0,low,1,1,0
974,p142,28,29,find the equivalent bachelor,find,bachelor,0.0,low,1,1,0
975,p143,3,4,fill in printed form,fill,form,0.0,low,1,1,0
976,p143,4,6,examine board,examine,board,0.0,low,1,1,0
977,P143,7,11,examine board,examine,board,0.0,low,1,1,0
978,p143,6,8,fill in printed form,fill,form,0.0,low,1,1,0
979,p144,13,13,conduct the interview,conduct,interview,0.0,low,1,1,0
980,p144,16,16,receive the acceptance letter,receive,letter,0.0,low,1,1,0
981,p146,12,16,check the completeness,check,completeness,0.0,low,1,1,0
982,p146,14,17,mark complete,mark,,0.0,low,1,1,0
983,p146,16,19,complete the application,complete,application,0.0,low,1,1,0
984,p146,18,21,mark complete,mark,,0.0,low,1,1,0
985,p146,35,38,receive the acceptance letter,receive,letter,0.0,low,1,1,0
986,p147,0,1,complete an application,complete,application,0.0,low,1,1,0
987,p147,19,23,evaluate the application,evaluate,application,0.0,low,1,1,0
988,p148,6,6,take the oral exam,take,exam,0.0,low,1,1,0
989,p148,12,11,receive the letter,receive,letter,0.0,low,1,1,0
990,p148,17,16,check the certificate,check,certificate,0.0,low,1,1,0
991,p148,20,18,take the oral exam,take,exam,0.0,low,1,1,0
992,p150,24,32,evaluate the application,evaluate,application,0.0,low,1,1,0
993,p150,28,36,mark the suitable applicant,mark,applicant,0.0,low,1,1,0
994,p150,32,40,mark the suitable applicant,mark,applicant,0.0,low,1,1,0
995,p16,6,7,deliver the goods,deliver,goods,0.0,low,1,1,0
996,p18,8,8,reject the candidate,reject,candidate,0.0,low,1,1,0
997,p19,7,7,deliver the book,deliver,book,0.0,low,1,1,0
998,p22,3,4,check the credit,check,credit,0.0,low,1,1,0
999,p22,19,21,execute the order,execute,order,0.0,low,1,1,0
1000,p22,19,22,execute the order,execute,order,0.0,low,1,1,0
1001,p25,4,5,find the bug,find,bug,0.0,low,1,1,0
1002,p25,9,10,find the bug,find,bug,0.0,low,1,1,0
1003,p27,4,5,conduct the optimal quotation,conduct,quotation,0.0,low,1,1,0
1004,p27,6,7,conduct the optimal quotation,conduct,quotation,0.0,low,1,1,0
1005,p3,5,6,bake the pizza,bake,pizza,0.0,low,1,1,0
1006,p3,8,10,deliver the pizza,deliver,pizza,0.0,low,1,1,0
1007,p30,13,12,accept the offer,accept,offer,0.0,low,1,1,0
1008,p34,8,9,review the application,review,application,0.0,low,1,1,0
1009,p34,9,10,conduct the interview,conduct,interview,0.0,low,1,1,0
1010,p34,11,11,reject the candidate,reject,candidate,0.0,low,1,1,0
1011,p35,0,1,identify a vacancy,identify,vacancy,0.0,low,1,1,0
1012,p35,6,6,review the vacancy,review,vacancy,0.0,low,1,1,0
1013,p35,9,8,write the job description,write,description,0.0,low,1,1,0
1014,p35,11,10,determine the channels,determine,channels,0.0,low,1,1,0
1015,p36,11,11,deliver the book,deliver,book,0.0,low,1,1,0
1016,p38,1,2,verify the credit card,verify,credit card,0.0,low,1,1,0
1017,p38,2,3,check the balance,check,balance,0.0,low,1,1,0
1018,p38,4,5,find the balance insufficent,find,balance,0.0,low,1,1,0
1019,p38,6,7,find the balance sufficent,find,balance,0.0,low,1,1,0
1020,p4,8,8,review the quote,review,quote,0.0,low,1,1,0
1021,p42,11,10,find the sufficent balance,find,balance,0.0,low,1,1,0
1022,p44,8,8,reject the offer,reject,offer,0.0,low,1,1,0
1023,p45,4,5,find the defective sample,find,sample,0.0,low,1,1,0
1024,p45,6,7,find the defective sample,find,sample,0.0,low,1,1,0
1025,p5,10,12,fulfil the order,fulfil,order,0.0,low,1,1,0
1026,p52,6,6,take the extra insurance,take,insurance,0.0,low,1,1,0
1027,p101,13,14,take the extra insurance,take,insurance,0.0,low,1,1,0
1028,p52,10,11,assign the carrier,assign,carrier,0.0,low,1,1,0
1029,p52,11,14,move the package,move,package,0.0,low,1,1,0
1030,p55,0,1,identify a vacancy,identify,vacancy,0.0,low,1,1,0
1031,p55,2,3,access the vacancy,access,vacancy,0.0,low,1,1,0
1032,p55,3,4,review the vacancy,review,vacancy,0.0,low,1,1,0
1033,p55,6,6,write the job description,write,description,0.0,low,1,1,0
1034,p55,7,7,determine the channels,determine,channels,0.0,low,1,1,0
1035,p58,8,9,verify the credit card,verify,credit card,0.0,low,1,1,0
1036,p58,10,10,find the balance sufficent,find,balance,0.0,low,1,1,0
1037,p58,12,12,find the balance insufficent,find,balance,0.0,low,1,1,0
1038,p60,3,4,find the authority,find,authority,0.0,low,1,1,0
1039,p60,4,6,find the authority,find,authority,0.0,low,1,1,0
1040,p61,8,6,process the invoice,process,invoice,0.0,low,1,1,0
1041,p67,4,5,find the eligible person,find,person,0.0,low,1,1,0
1042,p67,8,8,find the eligible person,find,person,0.0,low,1,1,0
1043,p67,9,9,reject the loan request,reject,request,0.0,low,1,1,0
1044,p68,1,2,check the patient,check,patient,0.0,low,1,1,0
1045,p68,3,3,check the patient,check,patient,0.0,low,1,1,0
1046,p7,0,1,give an order,give,order,0.0,low,1,1,0
1047,p7,2,3,check the available or not funds,check,funds,0.0,low,1,1,0
1048,p124,2,3,check the available or not funds,check,funds,0.0,low,1,1,0
1049,p7,5,5,find the available funds,find,funds,0.0,low,1,1,0
1050,p7,6,6,add the funds,add,funds,0.0,low,1,1,0
1051,p7,8,9,process the customer order,process,order,0.0,low,1,1,0
1052,p7,9,10,check the inventory,check,inventory,0.0,low,1,1,0
1053,p7,12,13,prepare the purchase requisition,prepare,requisition,0.0,low,1,1,0
1054,p7,17,16,pack the product,pack,product,0.0,low,1,1,0
1055,p7,18,17,deliver the product,deliver,product,0.0,low,1,1,0
1056,p70,5,5,create the letter,create,letter,0.0,low,1,1,0
1057,p71,1,2,invite the candidates,invite,candidates,0.0,low,1,1,0
1058,p71,4,5,sign the contract,sign,contract,0.0,low,1,1,0
1059,p71,6,7,review the updates,review,updates,0.0,low,1,1,0
1060,p78,2,3,review the application,review,application,0.0,low,1,1,0
1061,p78,7,11,accept the application,accept,application,0.0,low,1,1,0
1062,p78,14,22,receive the letter,receive,letter,0.0,low,1,1,0
1063,p82,12,12,process the invoice,process,invoice,0.0,low,1,1,0
1064,p83,7,8,produce the articles,produce,articles,0.0,low,1,1,0
1065,p83,11,12,starts the billing,starts,billing,0.0,low,1,1,0
1066,p83,15,16,produce the articles,produce,articles,0.0,low,1,1,0
1067,p86,5,5,gather the customer information,gather,information,0.0,low,1,1,0
1068,p86,6,6,perform the customer information inquiry,perform,inquiry,0.0,low,1,1,0
1069,p86,11,11,find the available service,find,service,0.0,low,1,1,0
1070,p89,9,9,manufacture the products,manufacture,products,0.0,low,1,1,0
1071,p9,8,8,bake the pizza,bake,pizza,0.0,low,1,1,0
1072,p9,9,9,deliver the pizza,deliver,pizza,0.0,low,1,1,0
1073,p90,15,15,manufacture the products,manufacture,products,0.0,low,1,1,0
1074,p90,18,18,prepare the shipment,prepare,shipment,0.0,low,1,1,0
1075,p97,11,13,identify the reasons,identify,reasons,0.0,low,1,1,0
1076,p97,11,14,identify the reasons,identify,reasons,0.0,low,1,1,0
1077,p97,15,19,promote the product,promote,product,0.0,low,1,1,0
1078,p97,15,20,promote the product,promote,product,0.0,low,1,1,0
1079,p97,16,21,launch the product,launch,product,0.0,low,1,1,0
1080,p97,16,22,launch the product,launch,product,0.0,low,1,1,0
1081,p99,6,6,starts the billing,starts,billing,0.0,low,1,1,0
1082,p46,1,2,open the ticket,open,ticket,0.0,low,1,1,0
1083,p116,2,3,open the ticket,open,ticket,0.0,low,1,1,0
1084,p89,10,10,fulfill the order,fulfill,order,0.0,low,1,1,0
1085,p98,14,13,check the completeness,check,completeness,0.0,low,1,1,0
1086,p145,8,6,complete the application,complete,application,0.0,low,1,1,0
1087,p101,13,14,take the extra insurance,take,insurance,0.0,low,1,1,0
1088,model2-1,12,21,create a trouble report,create,report,0.0,low,1,1,0
1089,model2-1,12,22,create a trouble report,create,report,0.0,low,1,1,0
1090,model2-1,15,29,create a trouble report,create,report,0.0,low,1,1,0
1091,model6-2,2,2,process the order,process,order,0.0,low,1,1,0
1092,p100,11,12,return the goods,return,goods,0.0,low,1,1,0
1093,p101,2,2,package the goods,package,goods,0.0,low,1,1,0
1094,p103,21,24,complete the order,complete,order,0.0,low,1,1,0
1095,p105,3,4,prepare the order,prepare,order,0.0,low,1,1,0
1096,p108,20,19,prepare the order,prepare,order,0.0,low,1,1,0
1097,p108,28,26,prepare the invoice,prepare,invoice,0.0,low,1,1,0
1098,p11,10,11,prepare the invoice,prepare,invoice,0.0,low,1,1,0
1099,p116,7,9,resolve the issue,resolve,issue,0.0,low,1,1,0
1100,p123,12,11,return the goods,return,goods,0.0,low,1,1,0
1101,p124,13,14,purchase the order,purchase,order,0.0,low,1,1,0
1102,p125,10,9,package the goods,package,goods,0.0,low,1,1,0
1103,p13,5,5,process the order,process,order,0.0,low,1,1,0
1104,p134,13,13,return the goods,return,goods,0.0,low,1,1,0
1105,p138,14,14,return the documents,return,documents,0.0,low,1,1,0
1106,p138,20,19,determine the next action,determine,action,0.0,low,1,1,0
1107,p139,10,10,determine the next action,determine,action,0.0,low,1,1,0
1108,p139,15,16,return the documents,return,documents,0.0,low,1,1,0
1109,p140,6,6,determine the next action,determine,action,0.0,low,1,1,0
1110,p140,11,12,return the documents,return,documents,0.0,low,1,1,0
1111,p142,2,2,fill out the application form,fill,form,0.0,low,1,1,0
1112,p144,8,8,reject the applicant,reject,applicant,0.0,low,1,1,0
1113,p144,9,9,send the rejection letter,send,letter,0.0,low,1,1,0
1114,p144,10,10,receive the rejection letter,receive,letter,0.0,low,1,1,0
1115,p144,15,15,send the acceptance letter,send,letter,0.0,low,1,1,0
1116,p145,10,8,fill out the application form,fill,form,0.0,low,1,1,0
1117,p147,9,12,fill out the application form,fill,form,0.0,low,1,1,0
1118,p147,32,33,send the rejection letter,send,letter,0.0,low,1,1,0
1119,p147,39,39,reject the applicant,reject,applicant,0.0,low,1,1,0
1120,p147,45,46,send the acceptance letter,send,letter,0.0,low,1,1,0
1121,p148,15,14,receive the rejection letter,receive,letter,0.0,low,1,1,0
1122,p148,23,22,send the acceptance letter,send,letter,0.0,low,1,1,0
1123,p15,1,2,prepare the material,prepare,material,0.0,low,1,1,0
1124,p150,33,41,reject the applicant,reject,applicant,0.0,low,1,1,0
1125,p16,5,6,process the order,process,order,0.0,low,1,1,0
1126,p20,9,9,complete the order,complete,order,0.0,low,1,1,0
1127,p22,8,10,prepare the invoice,prepare,invoice,0.0,low,1,1,0
1128,p3,7,8,prepare the material,prepare,material,0.0,low,1,1,0
1129,p46,7,8,resolve the issue,resolve,issue,0.0,low,1,1,0
1130,p46,8,9,resolve the issue,resolve,issue,0.0,low,1,1,0
1131,p52,2,2,package the goods,package,goods,0.0,low,1,1,0
1132,p7,13,14,purchase the order,purchase,order,0.0,low,1,1,0
1133,p73,2,3,prepare the food,prepare,food,0.0,low,1,1,0
1134,p73,5,7,prepare the food,prepare,food,0.0,low,1,1,0
1135,p73,7,9,prepare the material,prepare,material,0.0,low,1,1,0
1136,p73,8,10,prepare the food,prepare,food,0.0,low,1,1,0
1137,p87,10,10,send the rejection letter,send,letter,0.0,low,1,1,0
1138,p87,11,11,receive the rejection letter,receive,letter,0.0,low,1,1,0
1139,p90,19,19,ship the products,ship,products,0.0,low,1,1,0
1140,p95,5,6,prepare the order,prepare,order,0.0,low,1,1,0
1141,p96,19,17,ship the products,ship,products,0.0,low,1,1,0
1142,p99,16,17,ship the products,ship,products,0.0,low,1,1,0
1143,p22,1,2,complete the order,complete,order,0.0,low,1,1,0
1144,model5-2,2,4,approve the request,approve,request,0.0,low,1,1,0
1145,model5-3,2,4,approve the request,approve,request,0.0,low,1,1,0
1146,p136,23,28,create the birth certificate,create,certificate,0.0,low,1,1,0
1147,p138,12,12,create the birth certificate,create,certificate,0.0,low,1,1,0
1148,p139,13,14,create the birth certificate,create,certificate,0.0,low,1,1,0
1149,p141,18,19,create the birth certificate,create,certificate,0.0,low,1,1,0
1150,p81,11,12,purchase the raw material,purchase,material,0.0,low,1,1,0
1151,p83,5,5,purchase the raw material,purchase,material,0.0,low,1,1,0
1152,p90,13,12,purchase the raw material,purchase,material,0.0,low,1,1,0
1153,p99,14,14,purchase the raw material,purchase,material,0.0,low,1,1,0
1154,p112,10,7,send the letter,send,letter,0.0,low,1,1,0
1155,p123,3,4,check the quality,check,quality,0.0,low,1,1,0
1156,p125,3,4,check the quality,check,quality,0.0,low,1,1,0
1157,p135,2,3,check the documents,check,documents,0.0,low,1,1,0
1158,p137,1,2,check the documents,check,documents,0.0,low,1,1,0
1159,p144,3,4,check the documents,check,documents,0.0,low,1,1,0
1160,p148,3,4,check the documents,check,documents,0.0,low,1,1,0
1161,p148,11,10,send the letter,send,letter,0.0,low,1,1,0
1162,p148,13,12,send the letter,send,letter,0.0,low,1,1,0
1163,p149,5,6,check the documents,check,documents,0.0,low,1,1,0
1164,p149,12,11,send the letter,send,letter,0.0,low,1,1,0
1165,p149,13,12,send the letter,send,letter,0.0,low,1,1,0
1166,p15,5,6,check the quality,check,quality,0.0,low,1,1,0
1167,p22,10,12,ship the order,ship,order,0.0,low,1,1,0
1168,p22,20,23,ship the order,ship,order,0.0,low,1,1,0
1169,p22,20,24,ship the order,ship,order,0.0,low,1,1,0
1170,p24,1,2,check the quality,check,quality,0.0,low,1,1,0
1171,p30,5,5,ship the order,ship,order,0.0,low,1,1,0
1172,p56,10,10,ship the order,ship,order,0.0,low,1,1,0
1173,p81,12,13,plan the production,plan,production,0.0,low,1,1,0
1174,p83,6,6,plan the production,plan,production,0.0,low,1,1,0
1175,p90,14,13,plan the production,plan,production,0.0,low,1,1,0
1176,p91,4,4,check the quality,check,quality,0.0,low,1,1,0
1177,p96,14,12,plan the production,plan,production,0.0,low,1,1,0
1178,p99,13,13,plan the production,plan,production,0.0,low,1,1,0
1179,bicyclemanufacturing,2,4,accept the order,accept,order,0.0,medium,1,1,0
1180,runningexample,2,4,accept the order,accept,order,0.0,medium,1,1,0
1181,model5-2,2,5,reject the request,reject,request,0.0,medium,1,1,0
1182,p102,4,6,check the availability,check,availability,0.0,medium,1,1,0
1183,p103,7,7,review the order,review,order,0.0,medium,1,1,0
1184,p108,22,21,review the order,review,order,0.0,medium,1,1,0
1185,p108,25,23,accept the order,accept,order,0.0,medium,1,1,0
1186,p131,16,17,reject the request,reject,request,0.0,medium,1,1,0
1187,p142,11,13,check the application,check,application,0.0,medium,1,1,0
1188,p142,22,24,check the application,check,application,0.0,medium,1,1,0
1189,p143,8,13,check the application,check,application,0.0,medium,1,1,0
1190,p145,14,13,check the application,check,application,0.0,medium,1,1,0
1191,p147,17,20,check the application,check,application,0.0,medium,1,1,0
1192,p150,24,31,check the application,check,application,0.0,medium,1,1,0
1193,p19,4,5,check the availability,check,availability,0.0,medium,1,1,0
1194,p20,1,2,review the order,review,order,0.0,medium,1,1,0
1195,p47,2,3,check the availability,check,availability,0.0,medium,1,1,0
1196,p5,5,7,check the availability,check,availability,0.0,medium,1,1,0
1197,p53,9,13,check the availability,check,availability,0.0,medium,1,1,0
1198,p54,2,3,review the order,review,order,0.0,medium,1,1,0
1199,p66,7,8,reject the request,reject,request,0.0,medium,1,1,0
1200,p81,6,7,accept the order,accept,order,0.0,medium,1,1,0
1201,p86,12,12,reject the request,reject,request,0.0,medium,1,1,0
1202,p87,9,9,reject the request,reject,request,0.0,medium,1,1,0
1203,p90,2,3,review the order,review,order,0.0,medium,1,1,0
1204,p90,7,8,accept the order,accept,order,0.0,medium,1,1,0
1205,p96,2,3,review the order,review,order,0.0,medium,1,1,0
1206,p96,7,8,accept the order,accept,order,0.0,medium,1,1,0
1207,p98,4,4,reject the request,reject,request,0.0,medium,1,1,0
1208,p96,8,9,check the availability,check,availability,0.0,medium,1,1,0
1209,p111,2,3,review the request,review,request,0.0,medium,1,1,0
