textid,sentenceID,activityID,Activity,resource,object,gsClass
p148,20,18,take the oral exam,applicant,Resource - [the] [oral] exam,0
p148,21,19,find the good average grade,applicant,Meta-Actor - [the] [good average] grade,0
p148,23,22,send the acceptance letter,applicant,Actor - [the] [acceptance] letter,0
p149,5,6,check the documents,university administration,Resource - [the] documents,0
p149,6,7,evaluate the applicant eligibility,university administration,Resource - [the] [applicant] eligibility,0
p149,9,9,invite to the aptitude test,university administration,,0
p149,12,11,send the letter,university administration,Actor - [the] letter,0
p149,13,12,send the letter,university administration,Actor - [the] letter,0
p15,1,2,prepare the material,,Actor - [the] material,0
p15,2,3,produce the goods,,Resource - [the] goods,0
p15,5,6,check the quality,,Resource - [the] quality,0
p15,7,8,conduct the quality report received,,Resource - [the] [quality] report,0
p15,8,9,check the quality report,,Resource - [the] [quality] report,0
p150,1,2,complete the online interview,applicant,Resource - [the] [online] interview,0
p150,13,15,print signs,applicant,Resource - signs,0
p150,14,16,correct the additional required documents,applicant,Resource - [the] [additional required] documents,0
p150,20,26,get the required certificates,applicant,Resource - [the] [required] certificates,0
p150,24,31,check the application,applicant,Resource - [the] application,0
p150,24,32,evaluate the application,applicant,Resource - [the] application,0
p150,25,33,create the transcript,applicant,Resource - [the] transcript,0
p150,26,35,create the ranking,applicant,Resource - [the] ranking,0
p150,28,36,mark the suitable applicant,applicant,Actor - [the] [suitable] applicant,0
p150,29,37,invite the applicant,applicant,Actor - [the] applicant,0
p150,31,39,accept the applicant,applicant,Actor - [the] applicant,0
p150,32,40,mark the suitable applicant,applicant,Actor - [the] [suitable] applicant,0
p150,33,41,reject the applicant,applicant,Actor - [the] applicant,0
p16,3,3,wait for the delivery,customer,,0
p16,5,6,process the order,customer,Meta-Actor - [the] order,0
p16,6,7,deliver the goods,customer,Resource - [the] goods,0
p16,7,8,receive the goods,customer,Resource - [the] goods,0
p16,11,11,complain about about order,customer,,0
p17,5,6,dispatch the products,supplier,Resource - [the] products,0
p18,0,1,create a job requisition,hiring manager,Resource - [a] [job] requisition,0
p18,1,2,prepare the candidate list,hiring manager,Resource - [the] [candidate] list,0
p18,2,3,evaluate the list,hiring manager,Resource - [the] list,0
p18,3,4,conduct the interviews,hiring manager,Resource - [the] interviews,0
p18,7,7,give to the selected candidate,hiring manager,,0
p18,8,8,reject the candidate,hiring manager,Actor - [the] candidate,0
p19,1,2,select the book,customer,Resource - [the] book,0
p19,2,3,order the book,customer,Resource - [the] book,0
p19,4,5,check the availability,customer,Resource - [the] availability,0
p19,7,7,deliver the book,customer,Resource - [the] book,0
p19,8,8,receive the book,customer,Resource - [the] book,0
p19,11,10,note the request,customer,Resource - [the] request,0
p2,0,1,complete form,student,Meta-Actor - form,0
p2,1,2,determine the consistency,student,Resource - [the] consistency,0
p2,3,4,check the financial record,student,Resource - [the] [financial] record,0
p2,10,10,find the student to fulfill financial requirments,student,Actor - [the] student,0
p2,13,13,prepare the tuition bill,student,Resource - [the] [tuition] bill,0
p20,1,2,review the order,manager,Meta-Actor - [the] order,0
p20,3,3,reject the order,manager,Meta-Actor - [the] order,0
p20,7,6,handle the order,manager,Meta-Actor - [the] order,0
p20,8,7,handle the shipping,manager,Resource - [the] shipping,0
p20,9,9,complete the order,manager,Meta-Actor - [the] order,0
p21,2,3,check the booking criteria,traveling agent,Resource - [the] [booking] criteria,0
p21,3,4,check the availability status,traveling agent,Resource - [the] [availability] status,0
p21,11,10,complete the assignment,traveling agent,Resource - [the] assignment,0
p21,13,12,reject the booking,traveling agent,Resource - [the] booking,0
p22,3,4,check the credit,customer,Resource - [the] credit,0
p22,3,5,check invoicing,customer,Resource - invoicing,0
p22,5,6,find the deficit balance,customer,Meta-Actor - [the] [deficit] balance,0
p22,6,7,address the credit problem,customer,Resource - [the] [credit] problem,0
p22,7,8,find the credit ok,customer,Resource - [the] [credit] ok,0
p22,8,10,prepare the invoice,customer,Resource - [the] invoice,0
p22,10,12,ship the order,customer,Meta-Actor - [the] order,0
p22,13,16,evaluate the order,customer,Meta-Actor - [the] order,0
p22,15,17,control orders in the stock,customer,Meta-Actor - orders,0
p22,16,18,bring from the warehouse,customer,,0
p22,17,19,control orders,customer,Meta-Actor - orders,0
p22,19,21,execute the order,customer,Meta-Actor - [the] order,0
p22,19,22,execute the order,customer,Meta-Actor - [the] order,0
p22,20,23,ship the order,customer,Meta-Actor - [the] order,0
p22,20,24,ship the order,customer,Meta-Actor - [the] order,0
p23,2,2,check the credit requirments,loan granting co,Resource - [the] [credit] requirments,0
p24,0,1,receive a spare part,,Resource - [a] [spare] part,0
p24,1,2,check the quality,,Resource - [the] quality,0
p24,5,5,reintegrate the spare part,,Resource - [the] [spare] part,0
p24,7,8,conduct the retrun part to supplier,,Resource - [the] [retrun] part,0
p24,7,9,discard the return part,,Resource - it,0
p25,2,3,verify the bug,user,Resource - [the] bug,0
p25,4,5,find the bug,user,Resource - [the] bug,0
p25,5,6,fix the bug,user,Resource - [the] bug,0
p25,9,10,find the bug,user,Resource - [the] bug,0
p26,0,1,prepare an expense voucher,sales department,Actor - [an] [expense] voucher,0
p26,7,10,transfer the funds,sales department,Resource - [the] funds,0
p27,4,5,conduct the optimal quotation,shopkeeper,Resource - [the] [optimal] quotation,0
p27,5,6,accept the quotation,shopkeeper,Resource - [the] quotation,0
p27,6,7,conduct the optimal quotation,shopkeeper,Resource - [the] [optimal] quotation,0
p27,7,8,settle price,shopkeeper,Resource - price,0
p28,2,3,validate the syntax,developer,Resource - [the] syntax,0
p28,4,5,find the syntax error,developer,Resource - [the] [syntax] error,0
p28,7,8,fix the bugs,developer,Resource - [the] bugs,0
p28,10,11,check the content,developer,Resource - [the] content,0
p28,11,13,evaluate the student project,developer,Resource - [the] [student] project,0
p29,3,4,take the driving interview,person,Resource - [the] [driving] interview,0
p29,6,7,reject the license issue,person,Meta-Actor - [the] [license] issue,0
p3,0,1,demand a menue,customer,Resource - [a] menue,0
p3,1,2,select the pizza,customer,Resource - [the] pizza,0
p3,5,6,bake the pizza,customer,Resource - [the] pizza,0
p3,6,7,conduct the available material,customer,Actor - [the] [available] material,0
p3,7,8,prepare the material,customer,Actor - [the] material,0
p3,8,10,deliver the pizza,customer,Resource - [the] pizza,0
p30,0,1,conduct an evalute order,sales person,Meta-Actor - [an] [evalute] order,0
p30,3,3,create the sale order,sales person,Meta-Actor - [the] [sale] order,0
p30,4,4,prepare the quality assurance,sales person,Resource - [the] [quality] assurance,0
p30,5,5,ship the order,sales person,Meta-Actor - [the] order,0
p30,8,8,identify the business partner,sales person,Actor - [the] [business] partner,0
p30,9,9,prepare the quotation,sales person,Resource - [the] quotation,0
p30,11,11,analyze the offer,sales person,Resource - [the] offer,0
p30,13,12,accept the offer,sales person,Resource - [the] offer,0
p31,2,3,verify the customer identity,customer,Resource - [the] [customer] identity,0
p31,8,11,arrange the delivery,customer,Resource - [the] delivery,0
p31,9,12,deliver the water,customer,Resource - [the] water,0
p32,0,1,support a repair,repairing person,Resource - [a] repair,0
p32,1,2,visit the customer place,repairing person,Resource - [the] [customer] place,0
p32,2,3,perform the inspection,repairing person,Resource - [the] inspection,0
p32,5,6,arrange the product pickup,repairing person,Actor - [the] [product] pickup,0
p32,6,7,inspect the repairing impossible,repairing person,Resource - [the] [repairing] impossible,0
p32,7,8,arrange the refund,repairing person,Resource - [the] refund,0
p33,5,5,check the order availability,customer,Resource - [the] [order] availability,0
p33,7,7,find the stock runout,customer,Resource - [the] [stock] runout,0
p33,10,11,assemble the package,customer,Resource - [the] package,0
p34,1,2,find the job advertisment,candidate,Resource - [the] [job] advertisment,0
p34,8,9,review the application,candidate,Resource - [the] application,0
p34,9,10,conduct the interview,candidate,Resource - [the] interview,0
p34,11,11,reject the candidate,candidate,Actor - [the] candidate,0
p35,0,1,identify a vacancy,department,Resource - [a] vacancy,0
p35,4,3,conduct the retrive position description,department,Resource - [the] [retrive] [position] description,0
p35,6,6,review the vacancy,department,Resource - [the] vacancy,0
p35,9,8,write the job description,department,Resource - [the] [job] description,0
p35,10,9,check the job description,department,Resource - [the] [job] description,0
p35,11,10,determine the channels,department,Resource - [the] channels,0
p35,14,13,close the vacancy,department,Resource - [the] vacancy,0
p36,3,4,review the request,borrower,Resource - [the] request,0
p36,5,5,find the book,borrower,Resource - [the] book,0
p36,10,10,check out the book,borrower,Resource - [the] book,0
p36,11,11,deliver the book,borrower,Resource - [the] book,0
p37,3,4,give the appointment,receptionist,Actor - [the] appointment,0
p37,6,7,evaluate the cause,receptionist,Resource - [the] cause,0
p37,8,9,give the medicine,receptionist,Resource - [the] medicine,0
p37,9,10,receive the medicine,receptionist,Resource - [the] medicine,0
p38,1,2,verify the credit card,bank,Resource - [the] [credit] card,0
p38,2,3,check the balance,bank,Meta-Actor - [the] balance,0
p38,4,5,find the balance insufficent,bank,Resource - [the] [balance] insufficent,0
p38,6,7,find the balance sufficent,bank,Resource - [the] [balance] sufficent,0
p38,7,8,fill the order,bank,Meta-Actor - [the] order,0
p38,9,10,process the lodging order,bank,Meta-Actor - [the] [lodging] order,0
p38,12,13,process the airline invoice,bank,Resource - [the] [airline] invoice,0
p39,0,1,starts a browsing,customer,Resource - [a] browsing,0
p39,2,4,conduct the checkout products,customer,Resource - [the] [checkout] products,0
p4,1,2,determine the approval rules,,Resource - [the] [approval] rules,0
p4,2,3,review the request,,Resource - [the] request,0
p4,8,8,review the quote,,Resource - [the] quote,0
p4,9,9,review personal information,,Resource - [personal] information,0
p4,10,11,check the information,,Resource - [the] information,0
p40,4,5,review the assignable request,customer,Resource - [the] [assignable] request,0
p40,7,9,complete the registration,customer,Actor - [the] registration,0
p40,10,11,provide the required information,customer,Resource - [the] [required] information,0
p40,12,13,perform the prelimenary investigation,customer,Resource - [the] [prelimenary] investigation,0
p40,14,15,grant the loan,customer,Resource - [the] loan,0
